,index,prediction
10354,79859,22.0 pound
10355,79860,16.2 centimetre
10356,79861,6.7 centimetre
10357,79862,150.0 pound
10358,79863,80.0 centimetre
10359,79864,
10360,79865,
10361,79866,11.0 inch
10362,79867,55.0 inch
10363,79868,85.0 millimetre
10364,79869,85.0 millimetre
10365,79870,123.0 millimetre
10366,79871,123.0 millimetre
10367,79872,123.0 millimetre
10368,79873,
10369,79874,19.0 millimetre
10370,79875,19.0 millimetre
10371,79876,
10372,79877,42.0 centimetre
10373,79878,
10374,79879,
10375,79880,41.0 centimetre
10376,79881,
10377,79882,
10378,79883,14.0 centimetre
10379,79884,1486.0 millimetre
10380,79885,
10381,79886,
10382,79887,
10383,79888,
10384,79889,30.0 centimetre
10385,79890,30.0 centimetre
10386,79891,
10387,79892,90.0 millimetre
10388,79893,90.0 millimetre
10389,79894,91.0 centimetre
10390,79895,
10391,79896,
10392,79897,
10393,79898,
10394,79899,12.0 inch
10395,79900,77.0 gram
10396,79901,77.0 gram
10397,79902,45.0 millimetre
10398,79903,45.0 millimetre
10399,79904,165.0 millimetre
10400,79905,
10401,79906,
10402,79907,14.0 centimetre
10403,79908,1.7 centimetre
10404,79909,1.7 centimetre
10405,79910,40.0 centimetre
10406,79911,
10407,79912,
10408,79913,6.0 centimetre
10409,79914,6.0 centimetre
10410,79915,96.0 centimetre
10411,79916,
10412,79917,188.0 centimetre
10413,79918,188.0 centimetre
10414,79919,
10415,79920,5.6 centimetre
10416,79921,5.6 centimetre
10417,79922,9.0 inch
10418,79923,9.0 inch
10419,79924,9.0 inch
10420,79925,7.0 centimetre
10421,79926,120.0 centimetre
10422,79927,
10423,79928,
10424,79929,
10425,79930,51.9 inch
10426,79931,51.9 inch
10427,79932,117.0 centimetre
10428,79933,250.0 pound
10429,79934,250.0 pound
10430,79935,16.0 centimetre
10431,79936,90.0 centimetre
10432,79937,90.0 centimetre
10433,79938,11.0 centimetre
10434,79939,
10435,79940,
10436,79941,
10437,79942,51.0 inch
10438,79943,64.5 centimetre
10439,79944,64.5 centimetre
10440,79945,
10441,79946,
10442,79947,
10443,79948,67.0 centimetre
10444,79949,100.0 centimetre
10445,79950,
10446,79951,
10447,79952,
10448,79953,176.0 millimetre
10449,79954,176.0 millimetre
10450,79955,
10451,79956,
10452,79957,16.8 centimetre
10453,79958,
10454,79959,
10455,79960,
10456,79961,15.0 centimetre
10457,79962,26.0 centimetre
10458,79963,26.0 centimetre
10459,79964,26.0 centimetre
10460,79965,
10461,79966,
10462,79967,17.0 centimetre
10463,79968,
10464,79969,21.0 centimetre
10465,79970,5.43 inch
10466,79971,5.43 inch
10467,79972,210.0 millimetre
10468,79973,38.0 centimetre
10469,79974,18.0 centimetre
10470,79975,12.5 centimetre
10471,79976,12.0 centimetre
10472,79977,14.2 inch
10473,79978,32.0 centimetre
10474,79979,
10475,79980,11.2 centimetre
10476,79981,11.2 centimetre
10477,79982,0.8 centimetre
10478,79983,180.0 centimetre
10479,79984,180.0 centimetre
10480,79985,144.0 millimetre
10481,79986,144.0 millimetre
10482,79987,25.0 centimetre
10483,79988,25.0 centimetre
10484,79989,
10485,79990,
10486,79991,
10487,79992,22.0 centimetre
10488,79993,320.0 millimetre
10489,79994,29.9 inch
10490,79995,
10491,79996,
10492,79997,
10493,79998,40.0 centimetre
10494,79999,40.0 centimetre
10495,80000,40.0 centimetre
10496,80001,
10497,80002,
10498,80003,5.5 centimetre
10499,80004,5.5 centimetre
10500,80005,5.5 centimetre
10501,80006,14.0 millimetre
10502,80007,10.0 centimetre
10503,80008,1.2 inch
10504,80009,1.2 inch
10505,80010,1.2 inch
10506,80011,6.22 inch
10507,80012,7.0 centimetre
10508,80013,7.0 centimetre
10509,80014,7.0 centimetre
10510,80015,27.5 inch
10511,80016,20.0 centimetre
10512,80017,
10513,80018,16.0 centimetre
10514,80019,16.0 centimetre
10515,80020,
10516,80021,60.0 centimetre
10517,80022,60.0 centimetre
10518,80023,60.0 centimetre
10519,80024,
10520,80025,
10521,80026,46.0 inch
10522,80027,
10523,80028,8.4 centimetre
10524,80029,8.4 centimetre
10525,80030,8.4 centimetre
10526,80031,46.8 centimetre
10527,80032,46.8 centimetre
10528,80033,9.0 centimetre
10529,80034,9.0 centimetre
10530,80035,
10531,80036,
10532,80037,
10533,80038,2.0 centimetre
10534,80039,2.0 centimetre
10535,80040,2.0 centimetre
10536,80041,145.0 millimetre
10537,80042,8.14 inch
10538,80043,8.14 inch
10539,80044,8.14 inch
10540,80045,28.0 inch
10541,80046,19.88 inch
10542,80047,8.4 centimetre
10543,80048,6.5 centimetre
10544,80049,39.0 millimetre
10545,80050,39.0 millimetre
10546,80051,7.0 centimetre
10547,80052,
10548,80053,31.0 centimetre
10549,80054,350.0 metre
10550,80055,6.8 centimetre
10551,80056,6.8 centimetre
10552,80057,
10553,80058,
10554,80059,
10555,80060,
10556,80061,
10557,80062,
10558,80063,8.3 centimetre
10559,80064,370.0 millimetre
10560,80065,370.0 millimetre
10561,80066,22.0 centimetre
10562,80067,
10563,80068,
10564,80069,45.0 centimetre
10565,80070,4.25 inch
10566,80071,4.25 inch
10567,80072,21.0 inch
10568,80073,21.0 inch
10569,80074,0.0 gram
10570,80075,105.0 centimetre
10571,80076,96.0 centimetre
10572,80077,
10573,80078,
10574,80079,
10575,80080,6.3 centimetre
10576,80081,6.3 centimetre
10577,80082,
10578,80083,
10579,80084,
10580,80085,23.0 centimetre
10581,80086,
10582,80087,
10583,80088,130.0 millimetre
10584,80089,54.0 centimetre
10585,80090,
10586,80091,
10587,80092,
10588,80093,9.7 inch
10589,80094,9.7 inch
10590,80095,11.0 centimetre
10591,80096,120.0 centimetre
10592,80097,14.0 centimetre
10593,80098,
10594,80099,
10595,80100,
10596,80101,
10597,80102,
10598,80103,54.0 centimetre
10599,80104,54.0 centimetre
10600,80105,
10601,80106,
10602,80107,52.0 centimetre
10603,80108,
10604,80109,
10605,80110,
10606,80111,137.0 centimetre
10607,80112,3.5 centimetre
10608,80113,3.5 centimetre
10609,80114,
10610,80115,57.0 centimetre
10611,80116,8.0 centimetre
10612,80117,8.0 centimetre
10613,80118,125.0 millimetre
10614,80119,125.0 millimetre
10615,80120,0.0 centimetre
10616,80121,
10617,80122,
10618,80123,1.85 inch
10619,80124,
10620,80125,
10621,80126,8.0 centimetre
10622,80127,20.0 centimetre
10623,80128,20.0 centimetre
10624,80129,20.0 centimetre
10625,80130,
10626,80131,
10627,80132,11.5 centimetre
10628,80133,11.5 centimetre
10629,80134,11.5 centimetre
10630,80135,39.0 inch
10631,80136,
10632,80137,
10633,80138,
10634,80139,120.0 gram
10635,80140,40.0 centimetre
10636,80141,40.0 centimetre
10637,80142,40.0 centimetre
10638,80143,350.0 kilogram
10639,80144,11.6 inch
10640,80145,11.6 inch
10641,80146,1.37 inch
10642,80147,1.37 inch
10643,80148,
10644,80149,120.0 centimetre
10645,80150,120.0 centimetre
10646,80151,
10647,80152,
10648,80153,20.0 centimetre
10649,80154,20.0 centimetre
10650,80155,20.0 centimetre
10651,80156,4.5 centimetre
10652,80157,4.5 centimetre
10653,80158,37.0 centimetre
10654,80159,37.0 centimetre
10655,80160,31.0 centimetre
10656,80161,
10657,80162,
10658,80163,43.1 centimetre
10659,80164,43.1 centimetre
10660,80165,19.7 inch
10661,80166,19.7 inch
10662,80167,19.7 inch
10663,80168,
10664,80169,
10665,80170,6.0 millimetre
10666,80171,6.0 millimetre
10667,80172,6.0 millimetre
10668,80173,185.0 centimetre
10669,80174,
10670,80175,36.0 centimetre
10671,80176,90.0 centimetre
10672,80177,
10673,80178,34.0 centimetre
10674,80179,34.0 centimetre
10675,80180,
10676,80181,7.0 inch
10677,80182,
10678,80183,25.5 centimetre
10679,80184,25.5 centimetre
10680,80185,150.0 centimetre
10681,80186,150.0 centimetre
10682,80187,259.0 centimetre
10683,80188,259.0 centimetre
10684,80189,
10685,80190,
10686,80191,12.2 centimetre
10687,80192,12.2 centimetre
10688,80193,
10689,80194,130.0 millimetre
10690,80195,
10691,80196,
10692,80197,4.59 inch
10693,80198,28.0 millimetre
10694,80199,28.0 millimetre
10695,80200,
10696,80201,
10697,80202,
10698,80203,
10699,80204,
10700,80205,453.0 gram
10701,80206,
10702,80207,
10703,80208,13.5 centimetre
10704,80209,13.5 centimetre
10705,80210,7.9 centimetre
10706,80211,
10707,80212,62.0 centimetre
10708,80213,
10709,80214,
10710,80215,28.0 centimetre
10711,80216,28.0 centimetre
10712,80217,
10713,80218,23.0 centimetre
10714,80219,
10715,80220,42.0 centimetre
10716,80221,8.0 centimetre
10717,80222,8.0 centimetre
10718,80223,8.0 centimetre
10719,80224,
10720,80225,
10721,80226,10.2 centimetre
10722,80227,10.2 centimetre
10723,80228,4.4 centimetre
10724,80229,
10725,80230,
10726,80231,85.09 centimetre
10727,80232,85.09 centimetre
10728,80233,
10729,80234,190.0 millimetre
10730,80235,14.0 centimetre
10731,80236,14.0 centimetre
10732,80237,46.0 centimetre
10733,80238,21.0 centimetre
10734,80239,21.0 centimetre
10735,80240,76.5 centimetre
10736,80241,205.0 millimetre
10737,80242,
10738,80243,
10739,80244,8.0 centimetre
10740,80245,35.0 centimetre
10741,80246,35.0 centimetre
10742,80247,31.0 centimetre
10743,80248,31.0 centimetre
10744,80249,
10745,80250,
10746,80251,14.0 centimetre
10747,80252,14.0 centimetre
10748,80253,17.0 centimetre
10749,80254,59.05 inch
10750,80255,150.0 centimetre
10751,80256,6.0 centimetre
10752,80257,6.0 centimetre
10753,80258,
10754,80259,12.0 centimetre
10755,80260,
10756,80261,
10757,80262,
10758,80263,
10759,80264,240.0 centimetre
10760,80265,
10761,80266,
10762,80267,
10763,80268,25.0 centimetre
10764,80269,
10765,80270,
10766,80271,6.6 inch
10767,80272,6.6 inch
10768,80273,6.6 inch
10769,80274,27.0 millimetre
10770,80275,27.0 millimetre
10771,80276,
10772,80277,83.0 millimetre
10773,80278,83.0 millimetre
10774,80279,6.4 inch
10775,80280,
10776,80281,
10777,80282,22.0 centimetre
10778,80283,22.0 centimetre
10779,80284,24.5 centimetre
10780,80285,
10781,80286,95.0 centimetre
10782,80287,74.0 centimetre
10783,80288,
10784,80289,
10785,80290,
10786,80291,
10787,80292,31.0 centimetre
10788,80293,31.0 centimetre
10789,80294,31.0 centimetre
10790,80295,36.0 centimetre
10791,80296,36.0 centimetre
10792,80297,36.0 centimetre
10793,80298,0.0 pound
10794,80299,
10795,80300,
10796,80301,
10797,80302,7.0 centimetre
10798,80303,
10799,80304,125.0 centimetre
10800,80305,14.8 centimetre
10801,80306,7.0 centimetre
10802,80307,7.0 centimetre
10803,80308,11.5 centimetre
10804,80309,11.5 centimetre
10805,80310,11.5 centimetre
10806,80311,11.5 centimetre
10807,80312,70.0 millimetre
10808,80313,70.0 millimetre
10809,80314,70.0 millimetre
10810,80315,
10811,80316,
10812,80317,42.0 centimetre
10813,80318,42.0 centimetre
10814,80319,
10815,80320,25.0 millimetre
10816,80321,
10817,80322,
10818,80323,
10819,80324,6.0 inch
10820,80325,6.0 inch
10821,80326,6.0 inch
10822,80327,
10823,80328,50.0 centimetre
10824,80329,74.0 millimetre
10825,80330,74.0 millimetre
10826,80331,74.0 millimetre
10827,80332,274.0 centimetre
10828,80333,27.0 centimetre
10829,80334,27.0 centimetre
10830,80335,
10831,80336,
10832,80337,150.0 centimetre
10833,80338,150.0 centimetre
10834,80339,30.0 centimetre
10835,80340,6.7 inch
10836,80341,6.7 inch
10837,80342,8.0 centimetre
10838,80343,8.0 centimetre
10839,80344,30.0 centimetre
10840,80345,135.0 millimetre
10841,80346,4.0 centimetre
10842,80347,13.2 centimetre
10843,80348,1.6 inch
10844,80349,1.6 inch
10845,80350,1.6 inch
10846,80351,250.0 millimetre
10847,80352,24.0 centimetre
10848,80353,
10849,80354,14.5 centimetre
10850,80355,14.5 centimetre
10851,80356,
10852,80357,20.0 centimetre
10853,80358,
10854,80359,160.0 centimetre
10855,80360,9.4 centimetre
10856,80361,9.4 centimetre
10857,80362,
10858,80363,
10859,80364,20.0 centimetre
10860,80365,47.2 inch
10861,80366,47.2 inch
10862,80367,42.0 inch
10863,80368,83.0 millimetre
10864,80369,83.0 millimetre
10865,80370,
10866,80371,
10867,80372,
10868,80373,
10869,80374,36.0 centimetre
10870,80375,36.0 centimetre
10871,80376,
10872,80377,38.0 millimetre
10873,80378,22.0 centimetre
10874,80379,22.0 centimetre
10875,80380,22.0 centimetre
10876,80381,46.0 centimetre
10877,80382,46.0 centimetre
10878,80383,58.0 centimetre
10879,80384,58.0 centimetre
10880,80385,58.0 centimetre
10881,80386,20.0 inch
10882,80387,101.0 centimetre
10883,80388,3.1 centimetre
10884,80389,3.1 centimetre
10885,80390,
10886,80391,
10887,80392,
10888,80393,42.0 millimetre
10889,80394,93.0 centimetre
10890,80395,93.0 centimetre
10891,80396,93.0 centimetre
10892,80397,92.0 centimetre
10893,80398,92.0 centimetre
10894,80399,3.0 millimetre
10895,80400,
10896,80401,71.0 millimetre
10897,80402,40.0 millimetre
10898,80403,
10899,80404,24.0 centimetre
10900,80405,512.0 gram
10901,80406,713.0 centimetre
10902,80407,33.0 centimetre
10903,80408,
10904,80409,12.7 centimetre
10905,80410,
10906,80411,9.6 centimetre
10907,80412,9.6 centimetre
10908,80413,204.0 centimetre
10909,80414,
10910,80415,150.0 centimetre
10911,80416,150.0 centimetre
10912,80417,300.0 centimetre
10913,80418,300.0 centimetre
10914,80419,1.0 kilogram
10915,80420,
10916,80421,8.0 foot
10917,80422,8.0 foot
10918,80423,8.0 foot
10919,80424,
10920,80425,
10921,80426,32.5 centimetre
10922,80427,32.5 centimetre
10923,80428,
10924,80429,
10925,80430,
10926,80431,30.0 centimetre
10927,80432,
10928,80433,
10929,80434,207.0 centimetre
10930,80435,
10931,80436,
10932,80437,
10933,80438,
10934,80439,
10935,80440,23.0 centimetre
10936,80441,
10937,80442,25.0 millimetre
10938,80443,6.7 inch
10939,80444,20.0 centimetre
10940,80445,50.0 centimetre
10941,80446,
10942,80447,
10943,80448,30.0 centimetre
10944,80449,30.0 centimetre
10945,80450,61.0 centimetre
10946,80451,65.5 centimetre
10947,80452,65.5 centimetre
10948,80453,5.91 inch
10949,80454,4.0 centimetre
10950,80455,4.0 centimetre
10951,80456,
10952,80457,
10953,80458,
10954,80459,
10955,80460,33.2 centimetre
10956,80461,14.0 centimetre
10957,80462,355.6 millimetre
10958,80463,6.0 centimetre
10959,80464,
10960,80465,
10961,80466,32.0 centimetre
10962,80467,32.0 centimetre
10963,80468,400.0 centimetre
10964,80469,74.3 centimetre
10965,80470,
10966,80471,
10967,80472,22.0 centimetre
10968,80473,120.0 centimetre
10969,80474,120.0 centimetre
10970,80475,38.0 centimetre
10971,80476,38.0 centimetre
10972,80477,98.0 inch
10973,80478,98.0 inch
10974,80479,
10975,80480,
10976,80481,
10977,80482,120.0 centimetre
10978,80483,1200.0 millimetre
10979,80484,
10980,80485,
10981,80486,
10982,80487,
10983,80488,
10984,80489,23.0 centimetre
10985,80490,331.0 pound
10986,80491,7.3 inch
10987,80492,7.3 inch
10988,80493,
10989,80494,
10990,80495,
10991,80496,22.0 centimetre
10992,80497,22.0 centimetre
10993,80498,62.9 centimetre
10994,80499,81.2 centimetre
10995,80500,81.2 centimetre
10996,80501,258.0 centimetre
10997,80502,258.0 centimetre
10998,80503,
10999,80504,285.0 millimetre
11000,80505,285.0 millimetre
11001,80506,
11002,80507,
11003,80508,
11004,80509,1.77 inch
11005,80510,1.77 inch
11006,80511,
11007,80512,
11008,80513,22.0 centimetre
11009,80514,
11010,80515,48.0 centimetre
11011,80516,48.0 millimetre
11012,80517,48.0 millimetre
11013,80518,105.0 millimetre
11014,80519,150.0 millimetre
11015,80520,27.0 centimetre
11016,80521,6.0 centimetre
11017,80522,
11018,80523,
11019,80524,53.0 centimetre
11020,80525,8.2 inch
11021,80526,70.0 inch
11022,80527,70.0 inch
11023,80528,35.0 millimetre
11024,80529,35.0 millimetre
11025,80530,60.0 centimetre
11026,80531,24.5 centimetre
11027,80532,24.5 centimetre
11028,80533,
11029,80534,285.0 pound
11030,80535,539.0 metre
11031,80536,50.5 centimetre
11032,80537,100.0 millimetre
11033,80538,7.0 inch
11034,80539,7.0 inch
11035,80540,22.0 centimetre
11036,80541,
11037,80542,220.0 centimetre
11038,80543,98.43 inch
11039,80544,
11040,80545,
11041,80546,78.0 millimetre
11042,80547,78.0 millimetre
11043,80548,
11044,80549,7.0 centimetre
11045,80550,7.0 centimetre
11046,80551,7.0 centimetre
11047,80552,38.0 centimetre
11048,80553,12.5 centimetre
11049,80554,6.25 inch
11050,80555,36.0 centimetre
11051,80556,24.0 centimetre
11052,80557,24.0 centimetre
11053,80558,21.0 centimetre
11054,80559,15.3 centimetre
11055,80560,
11056,80561,
11057,80562,
11058,80563,
11059,80564,
11060,80565,111.0 centimetre
11061,80566,
11062,80567,
11063,80568,
11064,80569,
11065,80570,15.0 centimetre
11066,80571,475.0 metre
11067,80572,475.0 metre
11068,80573,
11069,80574,
11070,80575,160.0 centimetre
11071,80576,160.0 centimetre
11072,80577,13.7 inch
11073,80578,13.7 inch
11074,80579,27.0 centimetre
11075,80580,
11076,80581,385.0 millimetre
11077,80582,
11078,80583,7.0 centimetre
11079,80584,7.0 centimetre
11080,80585,33.3 centimetre
11081,80586,33.3 centimetre
11082,80587,330.0 pound
11083,80588,330.0 pound
11084,80589,
11085,80590,
11086,80591,
11087,80592,
11088,80593,36.0 inch
11089,80594,15.0 millimetre
11090,80595,15.0 millimetre
11091,80596,152.0 centimetre
11092,80597,152.0 centimetre
11093,80598,152.0 centimetre
11094,80599,
11095,80600,
11096,80601,
11097,80602,2.55 inch
11098,80603,2.55 inch
11099,80604,
11100,80605,
11101,80606,
11102,80607,42.0 centimetre
11103,80608,
11104,80609,
11105,80610,23.5 centimetre
11106,80611,23.5 centimetre
11107,80612,100.0 millimetre
11108,80613,100.0 millimetre
11109,80614,150.0 centimetre
11110,80615,39.0 centimetre
11111,80616,12.0 millimetre
11112,80617,12.0 millimetre
11113,80618,22.13 inch
11114,80619,294.6 centimetre
11115,80620,40.0 millimetre
11116,80621,40.0 millimetre
11117,80622,40.0 millimetre
11118,80623,115.0 centimetre
11119,80624,115.0 centimetre
11120,80625,4.0 millimetre
11121,80626,
11122,80627,
11123,80628,
11124,80629,
11125,80630,225.0 millimetre
11126,80631,54.0 centimetre
11127,80632,
11128,80633,15.0 centimetre
11129,80634,440.0 pound
11130,80635,440.0 pound
11131,80636,
11132,80637,
11133,80638,
11134,80639,3110.0 metre
11135,80640,
11136,80641,
11137,80642,
11138,80643,18.0 centimetre
11139,80644,69.0 centimetre
11140,80645,24.0 centimetre
11141,80646,
11142,80647,
11143,80648,9.0 centimetre
11144,80649,9.0 centimetre
11145,80650,9.0 centimetre
11146,80651,9.0 centimetre
11147,80652,1.0 centimetre
11148,80653,1.0 centimetre
11149,80654,25.0 pound
11150,80655,18.5 centimetre
11151,80656,
11152,80657,61.0 centimetre
11153,80658,61.0 centimetre
11154,80659,17.0 centimetre
11155,80660,17.0 centimetre
11156,80661,17.0 centimetre
11157,80662,
11158,80663,
11159,80664,
11160,80665,50.0 centimetre
11161,80666,33.4 centimetre
11162,80667,
11163,80668,21.0 centimetre
11164,80669,21.0 centimetre
11165,80670,7.5 centimetre
11166,80671,9.2 centimetre
11167,80672,9.2 centimetre
11168,80673,390.0 millimetre
11169,80674,
11170,80675,7.0 inch
11171,80676,7.0 inch
11172,80677,326.0 millimetre
11173,80678,
11174,80679,
11175,80680,13.0 centimetre
11176,80681,13.0 centimetre
11177,80682,180.0 centimetre
11178,80683,180.0 centimetre
11179,80684,
11180,80685,
11181,80686,
11182,80687,71.0 centimetre
11183,80688,150.0 centimetre
11184,80689,150.0 centimetre
11185,80690,26.0 foot
11186,80691,26.0 foot
11187,80692,
11188,80693,137.0 centimetre
11189,80694,140.0 centimetre
11190,80695,
11191,80696,
11192,80697,
11193,80698,
11194,80699,72.0 inch
11195,80700,72.0 inch
11196,80701,12.8 centimetre
11197,80702,12.8 centimetre
11198,80703,50.0 centimetre
11199,80704,120.0 centimetre
11200,80705,120.0 centimetre
11201,80706,90.0 millimetre
11202,80707,2.7 inch
11203,80708,2.7 inch
11204,80709,2.7 inch
11205,80710,8.0 centimetre
11206,80711,8.0 centimetre
11207,80712,
11208,80713,18.0 inch
11209,80714,25.0 centimetre
11210,80715,28.0 centimetre
11211,80716,71.0 centimetre
11212,80717,
11213,80718,13.0 inch
11214,80719,13.0 inch
11215,80720,13.0 inch
11216,80721,245.0 millimetre
11217,80722,245.0 millimetre
11218,80723,245.0 millimetre
11219,80724,31.5 centimetre
11220,80725,31.5 centimetre
11221,80726,
11222,80727,36.0 centimetre
11223,80728,36.0 centimetre
11224,80729,36.0 centimetre
11225,80730,
11226,80731,
11227,80732,
11228,80733,
11229,80734,9.0 centimetre
11230,80735,9.0 centimetre
11231,80736,1.0 centimetre
11232,80737,1.0 centimetre
11233,80738,9.5 centimetre
11234,80739,9.88 inch
11235,80740,9.88 inch
11236,80741,9.88 inch
11237,80742,116.84 centimetre
11238,80743,25.0 centimetre
11239,80744,25.0 centimetre
11240,80745,
11241,80746,21.0 centimetre
11242,80747,8.0 centimetre
11243,80748,8.0 centimetre
11244,80749,5.5 centimetre
11245,80750,19.45 inch
11246,80751,7.0 centimetre
11247,80752,68.0 centimetre
11248,80753,68.0 centimetre
11249,80754,67.0 inch
11250,80755,67.0 inch
11251,80756,65.0 centimetre
11252,80757,100.0 centimetre
11253,80758,23.0 centimetre
11254,80759,23.0 centimetre
11255,80760,25.0 millimetre
11256,80761,25.0 millimetre
11257,80762,
11258,80763,20.7 centimetre
11259,80764,20.7 centimetre
11260,80765,20.7 centimetre
11261,80766,13.0 centimetre
11262,80767,
11263,80768,
11264,80769,
11265,80770,37.0 ton
11266,80771,9.0 centimetre
11267,80772,92.0 centimetre
11268,80773,81.0 centimetre
11269,80774,
11270,80775,19.0 centimetre
11271,80776,75.0 centimetre
11272,80777,75.0 centimetre
11273,80778,165.0 centimetre
11274,80779,75.0 centimetre
11275,80780,75.0 centimetre
11276,80781,75.0 centimetre
11277,80782,0.25 pound
11278,80783,14.0 centimetre
11279,80784,14.0 centimetre
11280,80785,6.0 centimetre
11281,80786,25.0 centimetre
11282,80787,340.0 millimetre
11283,80788,340.0 millimetre
11284,80789,
11285,80790,32068.0 inch
11286,80791,2.5 centimetre
11287,80792,2.5 centimetre
11288,80793,40.0 millimetre
11289,80794,40.0 millimetre
11290,80795,40.0 millimetre
11291,80796,7.1 centimetre
11292,80797,
11293,80798,
11294,80799,
11295,80800,
11296,80801,
11297,80802,32.6 centimetre
11298,80803,
11299,80804,
11300,80805,37.0 millimetre
11301,80806,37.0 millimetre
11302,80807,15.0 centimetre
11303,80808,15.0 centimetre
11304,80809,15.0 centimetre
11305,80810,
11306,80811,
11307,80812,
11308,80813,
11309,80814,176.0 centimetre
11310,80815,
11311,80816,
11312,80817,
11313,80818,
11314,80819,81.0 inch
11315,80820,38.0 centimetre
11316,80821,48.0 centimetre
11317,80822,48.0 centimetre
11318,80823,46.0 centimetre
11319,80824,300.0 millimetre
11320,80825,27.0 centimetre
11321,80826,63.0 inch
11322,80827,63.0 inch
11323,80828,63.0 inch
11324,80829,53.0 centimetre
11325,80830,53.0 centimetre
11326,80831,
11327,80832,
11328,80833,
11329,80834,4.9 inch
11330,80835,35.0 centimetre
11331,80836,35.0 centimetre
11332,80837,5.0 inch
11333,80838,26.3 centimetre
11334,80839,26.3 centimetre
11335,80840,
11336,80841,
11337,80842,15.0 inch
11338,80843,15.0 inch
11339,80844,15.0 inch
11340,80845,45.0 centimetre
11341,80846,45.0 centimetre
11342,80847,
11343,80848,
11344,80849,
11345,80850,33.2 centimetre
11346,80851,20.0 metre
11347,80852,20.0 metre
11348,80853,29.0 inch
11349,80854,9.2 centimetre
11350,80855,9.2 centimetre
11351,80856,69.0 inch
11352,80857,69.0 inch
11353,80858,
11354,80859,
11355,80860,62.0 centimetre
11356,80861,
11357,80862,33.0 centimetre
11358,80863,190.0 centimetre
11359,80864,190.0 centimetre
11360,80865,15.3 centimetre
11361,80866,8.0 millimetre
11362,80867,7.0 centimetre
11363,80868,7.0 centimetre
11364,80869,
11365,80870,158.0 centimetre
11366,80871,200.0 gram
11367,80872,
11368,80873,
11369,80874,15.2 centimetre
11370,80875,
11371,80876,19.5 centimetre
11372,80877,19.5 centimetre
11373,80878,19.5 centimetre
11374,80879,
11375,80880,
11376,80881,
11377,80882,
11378,80883,
11379,80884,
11380,80885,145.0 millimetre
11381,80886,145.0 millimetre
11382,80887,42.5 centimetre
11383,80888,43.0 millimetre
11384,80889,43.0 millimetre
11385,80890,7.0 inch
11386,80891,7.0 inch
11387,80892,110.0 centimetre
11388,80893,
11389,80894,5.5 centimetre
11390,80895,5.5 centimetre
11391,80896,5.5 centimetre
11392,80897,
11393,80898,23.0 centimetre
11394,80899,20.0 centimetre
11395,80900,
11396,80901,
11397,80902,
11398,80903,
11399,80904,
11400,80905,24.0 inch
11401,80906,24.0 inch
11402,80907,25.0 centimetre
11403,80908,32.0 inch
11404,80909,100.0 centimetre
11405,80910,100.0 centimetre
11406,80911,55.0 millimetre
11407,80912,
11408,80913,150.0 centimetre
11409,80914,
11410,80915,
11411,80916,
11412,80917,
11413,80918,
11414,80919,
11415,80920,47.0 centimetre
11416,80921,13.0 centimetre
11417,80922,13.0 centimetre
11418,80923,28.0 centimetre
11419,80924,
11420,80925,
11421,80926,
11422,80927,
11423,80928,
11424,80929,40.0 inch
11425,80930,40.0 inch
11426,80931,40.0 inch
11427,80932,9.0 centimetre
11428,80933,9.0 centimetre
11429,80934,9.0 centimetre
11430,80935,
11431,80936,101.0 millimetre
11432,80937,101.0 millimetre
11433,80938,
11434,80939,
11435,80940,13.0 centimetre
11436,80941,13.0 centimetre
11437,80942,13.0 centimetre
11438,80943,13.0 centimetre
11439,80944,75.0 centimetre
11440,80945,16.0 inch
11441,80946,16.5 inch
11442,80947,30.0 centimetre
11443,80948,30.0 centimetre
11444,80949,68.0 centimetre
11445,80950,68.0 centimetre
11446,80951,68.0 centimetre
11447,80952,32.0 centimetre
11448,80953,7.9 inch
11449,80954,
11450,80955,5.0 centimetre
11451,80956,5.0 centimetre
11452,80957,23.0 centimetre
11453,80958,188.0 millimetre
11454,80959,
11455,80960,
11456,80961,4.8 inch
11457,80962,4.8 inch
11458,80963,16.0 centimetre
11459,80964,297.0 millimetre
11460,80965,
11461,80966,
11462,80967,30.0 centimetre
11463,80968,30.0 centimetre
11464,80969,1800.0 metre
11465,80970,1800.0 metre
11466,80971,
11467,80972,
11468,80973,
11469,80974,14.0 centimetre
11470,80975,14.0 centimetre
11471,80976,14.0 centimetre
11472,80977,12.7 centimetre
11473,80978,
11474,80979,13.5 centimetre
11475,80980,13.5 centimetre
11476,80981,50.0 pound
11477,80982,72.0 inch
11478,80983,72.0 inch
11479,80984,72.0 inch
11480,80985,
11481,80986,11.0 centimetre
11482,80987,12.0 centimetre
11483,80988,12.0 centimetre
11484,80989,0.0 kilogram
11485,80990,0.0 kilogram
11486,80991,
11487,80992,
11488,80993,
11489,80994,
11490,80995,1100.0 centimetre
11491,80996,
11492,80997,
11493,80998,19.5 centimetre
11494,80999,8.0 centimetre
11495,81000,8.0 centimetre
11496,81001,73.4 millimetre
11497,81002,
11498,81003,
11499,81004,7.0 centimetre
11500,81005,260.0 millimetre
11501,81006,
11502,81007,56.0 millimetre
11503,81008,56.0 millimetre
11504,81009,11.22 inch
11505,81010,217.0 gram
11506,81011,14.0 centimetre
11507,81012,
11508,81013,
11509,81014,124.0 metre
11510,81015,124.0 metre
11511,81016,124.0 metre
